fid;Tipologia d'espai;Carrer;Barri;Tipologia;Notes;Revisió;X;Y;GENERE
269;(Super)mercat;C. de Concepción Arenal;La Sagrera;Supermercat;;No;431843,3935;4586246,924;FEM
270;Comerç de cura;C. de Concepción Arenal;La Sagrera;Rentadores;;No;431843,0385;4586255,8;FEM
271;Centre estètic;C. de Concepción Arenal;La Sagrera;Perruqueria;;No;431841,855;4586220,77;FEM
272;(Super)mercat;C. de Concepción Arenal;Congrés els indians;Supermercat;;No;431800,7924;4586117,536;FEM
273;Comerç de cura;C. de Concepción Arenal;Congrés els indians;Mobles de casa;;No;431803,3674;4586133,501;FEM
274;(Super)mercat;C. de Concepción Arenal;Congrés els indians;Supermercat;;No;431815,4702;4586204,573;FEM
275;Centre estètic;C. de Cienfuegos;Congrés els indians;Esteticien;;No;431733,8407;4586188,35;FEM
276;(Super)mercat;C. de Felip II;Congrés els indians;Supermercat;;No;431683,8844;4586154,102;FEM
277;Comerç de cura;C. de Cienfuegos;Congrés els indians;Drogueria;;No;431691,6096;4586162,342;FEM
278;(Super)mercat;C. de Cienfuegos;Congrés els indians;Supermercat;;No;431710,6651;4586161,312;FEM
279;Centre estètic;C. de Felip Bertran i Güell;Congrés els indians;Esteticien;;No;431673,7129;4586220,538;FEM
280;Espai d'art;C. de Felip II;Congrés els indians;Dança;;No;431568,1352;4586271,138;FEM
281;(Super)mercat;C. de Felip II;Congrés els indians;Fruiteria;;No;431586,6757;4586250,795;FEM
282;(Super)mercat;C. de Felip II;Congrés els indians;Supermercat;Condis;No;431556,8049;4586284,014;FEM
283;Centre estètic;C. de Felip II;Congrés els indians;Ungles;;No;431582,298;4586256,976;FEM
284;Espai institucional;C. del Cep;Congrés els indians;CDIAP;;No;431601,8685;4586306,932;FEM
285;Espai institucional;C. del Cep;Congrés els indians;Residència;;No;431646,1597;4586306,674;FEM
286;(Super)mercat;C. Cardenal Tedeschini;Congrés els indians;Supermercat;;No;431656,7174;4586320,837;FEM
287;(Super)mercat;C. Cardenal Tedeschini;Congrés els indians;Fruiteria;;No;431624,0141;4586352,768;FEM
288;Col·legi/Centre formatiu;Plaça del Congrés Eucarístic;Congrés els indians;Acadèmia;;No;431607,2762;4586347,618;FEM
289;Centre estètic;Plaça del Congrés Eucarístic;Congrés els indians;Perruqueria;;No;431591,8258;4586331,91;FEM
290;Centre estètic;Plaça del Congrés Eucarístic;Congrés els indians;Massatges;;No;431581,5255;4586322,64;FEM
291;Comerç de cura;Plaça del Congrés Eucarístic;Congrés els indians;Roba;;No;431585,9031;4586326,245;FEM
292;Comerç de cura;Plaça del Congrés Eucarístic;Congrés els indians;Roba;;No;431538,2644;4586368,476;FEM
293;Comerç de cura;Plaça del Congrés Eucarístic;Congrés els indians;Farmàcia;;No;431511,2262;4586344,785;FEM
294;(Super)mercat;C. de Felip II;Congrés els indians;Supermercat;Dia;No;431490,6257;4586351,223;FEM
295;Espai institucional;C. Cardenal Tedeschini;Congrés els indians;Espai comunitari;;No;431517,1489;4586461,693;FEM
296;(Super)mercat;C. Cardenal Tedeschini;Congrés els indians;Fruiteria;;No;431491,1407;4586533,795;FEM
297;Centre cultural;C. Pardo;Congrés els indians;Llibreria;;No;431696,1159;4586382,381;FEM
298;Comerç de cura;C. Pardo;Congrés els indians;Centre mèdic;;No;431697,146;4586407,359;FEM
299;Comerç de cura;C. Pardo;Congrés els indians;Farmàcia;;No;431699,721;4586368,733;FEM
300;Centre cultural;C. Pardo;Congrés els indians;Esplai;;No;431669,0778;4586402,724;FEM
301;Comerç de cura;C. Pardo;Congrés els indians;Centre mèdic;;No;431672,9404;4586454,483;FEM
302;Espai institucional;C. de Riera d'Horta;Congrés els indians;Ateneu;;No;431737,0595;4586537,658;FEM
303;Comerç de cura;C. de Concepción Arenal;Congrés els indians;Centre mèdic;;No;431818,1741;4586436,2;FEM
304;Centre cultural;C. de Concepción Arenal;Congrés els indians;Guarderia;;No;431818,6891;4586372,596;FEM
305;Col·legi/Centre formatiu;C. Cardenal Tedeschini;Congrés els indians;Guarderia;;No;431800,4061;4586323,412;FEM
306;Centre cultural;C. de Can Ros;Congrés els indians;Centre cultural;Can Ros;No;431732,6819;4586374,914;FEM
307;Centre estètic;C. de Concepción Arenal;Congrés els indians;Perruqueria;;No;431817,4015;4586237,92;FEM
308;Centre estètic;C. de Felip II;Congrés els indians;Perruqueria;;No;431271,7451;4586530,705;FEM
309;Comerç de cura;C. de Felip II;Congrés els indians;Roba;;No;431275,6077;4586574,224;FEM
310;Espai institucional;C. de Felip II;Congrés els indians;Centre cívic;;No;431352,6022;4586546,67;FEM
311;Comerç de cura;C. de Felip II;Congrés els indians;Farmàcia;;No;431342,3019;4586562,121;FEM
312;(Super)mercat;C. de Felip II;Congrés els indians;Supermercat;;No;431294,6632;4586505,212;FEM
313;Centre estètic;C. de Felip II;Congrés els indians;Esteticien;;No;431352,6022;4586445,47;FEM
314;Espai institucional;Pas de Sant Tarsici;Congrés els indians;Serveis socials;;No;431370,3702;4586398,604;FEM
315;Espai institucional;C. d'Alexandre Galí;Congrés els indians;Espai comunitari;Càritas;No;431384,018;4586375,171;FEM
316;(Super)mercat;C. de Felip II;Congrés els indians;Drogueria;;No;431407,1936;4586356,888;FEM
317;Col·legi/Centre formatiu;C. de Felip II;Congrés els indians;Guarderia;;No;431412,3437;4586355,343;FEM
318;Comerç de cura;C. de Felip II;Congrés els indians;Ortopèdia;;No;431425,219;4586339,12;FEM
319;Comerç de cura;C. de Felip II;Congrés els indians;Roba;;No;431448,1371;4586346,073;FEM
320;Centre estètic;C. de Felip II;Congrés els indians;Ungles;;No;431454,5748;4586340,15;FEM
321;Comerç de cura;C. de Felip II;Congrés els indians;Veterinaria;;No;431475,9478;4586317,49;FEM
322;Comerç de cura;Plaça del Dr. Modrego;Congrés els indians;Veterinaria;;No;431461,5275;4586297,662;FEM
323;Centre estètic;C. d'Alexandre Galí;Congrés els indians;Perruqueria;;No;431451,9997;4586304,872;FEM
324;Centre estètic;C. de Felip II;Congrés els indians;Perruqueria;'Salon de belleza Loudy' com exemple de clase>gènere;No;431539,552;4586252,34;FEM
325;(Super)mercat;C. de Felip II;Congrés els indians;Merceria;;No;431552,1698;4586239,98;FEM
326;Centre estètic;C. de Felip II;Congrés els indians;Perruqueria;;No;431555,7749;4586235,602;FEM
327;Espai d'art;C. d'Alexandre Galí;Congrés els indians;Escola d'art;;No;431486,7631;4586245,388;FEM
328;Espai institucional;C. de la Manigua;Congrés els indians;Residencia;;No;431472,6003;4586245,13;FEM
329;Comerç de cura;C. de la Manigua;Congrés els indians;Dentista;;No;431458,1799;4586147,535;FEM
330;Espai institucional;C. de la Manigua;Congrés els indians;Casal;;No;431430,8842;4586148,823;FEM
331;Col·legi/Centre formatiu;C. de Garcilaso;Congrés els indians;Guarderia;;No;431419,5539;4586119,467;FEM
332;Col·legi/Centre formatiu;C. de la Manigua;Congrés els indians;Col·legi;;No;431434,4893;4586193,629;FEM
333;Col·legi/Centre formatiu;Passatge de Salvador Riera;Congrés els indians;Institut;;No;431374,2327;4586220,152;FEM
334;Centre estètic;C. de la Manigua;Congrés els indians;Perruqueria;;No;431445,8196;4586246,933;FEM
335;Espai institucional;C. de la Manigua;Congrés els indians;CDIAP;;No;431443,7595;4586231,482;FEM
336;Centre estètic;C. de la Manigua;Congrés els indians;Perruqueria;;No;431468,7377;4586220,667;FEM
337;Centre estètic;C. de la Manigua;Congrés els indians;Perruqueria;;No;431475,9478;4586250,023;FEM
338;(Super)mercat;C. d'Alexandre Galí;Congrés els indians;Supermercat;;No;431475,9478;4586257,233;FEM
339;(Super)mercat;C. d'Alexandre Galí;Congrés els indians;Fruiteria;;No;431459,2099;4586272,683;FEM
340;(Super)mercat;C. d'Alexandre Galí;Congrés els indians;Supermercat;;No;431451,2272;4586280,151;FEM
341;Centre cultural;C. de la Manigua;Congrés els indians;Fundació;;No;431444,2745;4586236,375;FEM
342;Centre estètic;Passatge de l'Ordi;Congrés els indians;Fisioterapia;;No;431395,8633;4586261,611;FEM
343;Espai d'art;Passatge de l'Ordi;Congrés els indians;Dança;;No;431382,2155;4586260,838;FEM
344;Col·legi/Centre formatiu;C. de les Acàcies;Congrés els indians;Guarderia;;No;431324,7271;4586169,101;FEM
345;Centre cultural;C. de les Acàcies;Congrés els indians;Esplai;;No;431324,0833;4586185,324;FEM
346;Centre estètic;C. de Ramon Albó;Congrés els indians;Osteopatia;;No;431271,2945;4586217,513;FEM
347;(Super)mercat;C. de Ramon Albó;Congrés els indians;Drogueria;;No;431272,3245;4586231,933;FEM
348;Centre estètic;C. de Ramon Albó;Congrés els indians;Esteticien;;No;431272,582;4586239,401;FEM
349;(Super)mercat;C. de Ramon Albó;Congrés els indians;Supermercat;;No;431272,8395;4586300,43;FEM
350;(Super)mercat;C. de Ramon Albó;Congrés els indians;Supermercat;;No;431272,582;4586292,19;FEM
351;Espai d'art;C. de Ramon Albó;Congrés els indians;Escola d'art;;No;431269,7495;4586273,649;FEM
352;Comerç de cura;C. de les Acàcies;Congrés els indians;Farmàcia;;No;431315,3281;4586356,309;FEM
353;Centre estètic;C. de Ramon Albó;Congrés els indians;Fisioterapia;;No;431270,2645;4586348,326;FEM
354;Centre estètic;C. de Ramon Albó;Congrés els indians;Dietètica;;No;431268,9769;4586383,604;FEM
355;Centre estètic;C. de Ramon Albó;Congrés els indians;Esteticien;;No;431269,2345;4586434,591;FEM
356;Centre estètic;C. de Ramon Albó;Congrés els indians;Ungles;;No;431267,4319;4586454,934;FEM
357;Espai d'art;C. de Ramon Albó;Congrés els indians;Ceràmica;;No;431240,5225;4586280,215;FEM
358;Centre estètic;Passeig Maragall;Congrés els indians;Joyeria;;No;431188,5061;4586302,876;FEM
359;(Super)mercat;Passeig Maragall;Congrés els indians;Supermercat;;No;431191,8537;4586295,666;FEM
360;Centre estètic;Passeig Maragall;Congrés els indians;Estudi fotogràfic;Fotoprix;Si;431199,5789;4586280,473;FEM
361;Comerç de cura;Passeig Maragall;Congrés els indians;Farmàcia;;No;431211,4242;4586252,662;FEM
362;Centre cultural;Passeig Maragall;Congrés els indians;Llibreria;;No;431218,6344;4586241,847;FEM
363;Comerç de cura;Passeig Maragall;Congrés els indians;Joguines;;No;431214,2568;4586247,512;FEM
364;Centre estètic;Passeig Maragall;Congrés els indians;Floristeria;;No;431241,295;4586211,461;FEM
365;(Super)mercat;C. de les Acàcies;Congrés els indians;Supermercat;Bonarea;No;431343,3963;4586077,429;FEM
366;(Super)mercat;C. de les Acàcies;Congrés els indians;Supermercat;;No;431345,3276;4586065,97;FEM
367;(Super)mercat;C. de Garcilaso;Congrés els indians;Fruiteria;;No;431341,9801;4586113,609;FEM
368;(Super)mercat;C. de Garcilaso;Congrés els indians;Supermercat;;No;431404,8117;4586104,081;FEM
369;Espai institucional;C. de Garcilaso;Congrés els indians;Casal;;No;431416,3994;4586103,566;FEM
370;Espai institucional;C. de la Manigua;Congrés els indians;Ecologia urbana;;No;431414,0819;4586039,189;FEM
371;Comerç de cura;Passeig Maragall;Congrés els indians;Òptica;;No;431360,263;4586039,189;FEM
372;Centre estètic;Passeig Maragall;Congrés els indians;Ungles;;No;431348,9327;4586059,532;FEM
373;Centre estètic;C. de Puerto Principe;Congrés els indians;Fisioterapia;;No;431616,482;4586163,629;FEM
374;Centre estètic;C. de Puerto Principe;Congrés els indians;Perruqueria;;No;431605,7311;4586153,715;FEM
375;(Super)mercat;C. de Garcilaso;Congrés els indians;Fruiteria;;No;431653,9492;4586091,592;FEM
376;Comerç de cura;C. de Garcilaso;Congrés els indians;Forn;;No;431641,4602;4586092,364;FEM
377;Centre estètic;C. de Garcilaso;Congrés els indians;Joyeria;;No;431636,0525;4586093,781;FEM
378;(Super)mercat;C. de Garcilaso;Congrés els indians;Supermercat;cas de classe en el supermercat;Si;431620,7309;4586095,326;FEM
379;Comerç de cura;C. de Felip II;Congrés els indians;Farmàcia;;No;431689,4852;4586098,545;FEM
380;Comerç de cura;C. de Garcilaso;Congrés els indians;Drogueria;;No;431674,2923;4586088,502;FEM
385;(Super)mercat;C. de Pinar del Rio;Congrés els indians;Supermercat;;No;431758,6257;4585947,903;FEM
386;Centre estètic;C. de Concepción Arenal;Congrés els indians;Massatges;;No;431792,6165;4585930,135;FEM
387;(Super)mercat;C. de Jordi de Sant Jordi;Congrés els indians;Supermercat;Latino;No;431732,1669;4585969,727;FEM
388;Espai institucional;C. de Pinar del Rio;Congrés els indians;Residència;;No;431755,2137;4585963,547;FEM
389;Comerç de cura;C. de Jordi de Sant Jordi;Congrés els indians;Centre mèdic;;No;431736,1582;4586003,975;FEM
390;Comerç de cura;C. de Jordi de Sant Jordi;Congrés els indians;Mobles de casa;;No;431727,1455;4586047,365;FEM
391;Comerç de cura;C. de Garcilaso;Congrés els indians;Roba;;No;431712,3389;4586060,498;FEM
392;Comerç de cura;C. de Matanzas;Congrés els indians;Coses de casa;;No;431668,0477;4586058,309;FEM
393;Comerç de cura;C. de Matanzas;Congrés els indians;Veterinaria;;No;431666,5027;4586037,065;FEM
394;Centre estètic;C. de Matanzas;Congrés els indians;Perruqueria;;No;431664,5714;4586027,28;FEM
395;Comerç de cura;C. de Matanzas;Congrés els indians;Centre mèdic;;No;431646,4172;4586002,817;FEM
396;Espai d'art;C. de Pinar del Rio;Congrés els indians;Escola d'art;;No;431706,9312;4585956,015;FEM
397;Comerç de cura;C. de Jordi de Sant Jordi;Congrés els indians;Centre mèdic;;No;431702,8111;4585879,6;FEM
398;Col·legi/Centre formatiu;C. de Campo Florido;Congrés els indians;Guarderia;;No;431665,7302;4585872,132;FEM
399;Centre estètic;C. de Campo Florido;Congrés els indians;Esteticien;;No;431645,3872;4585873,935;FEM
400;(Super)mercat;C. d'Olesa;Congrés els indians;Supermercat;Bonpreu;No;431692,9615;4585807,884;FEM
401;Comerç de cura;C. d'Olesa;Congrés els indians;Servei de neteja;;No;431685,7513;4585799,901;FEM
402;(Super)mercat;C. d'Olesa;Congrés els indians;Fruiteria;;No;431677,5111;4585792,434;FEM
403;(Super)mercat;C. d'Olesa;Congrés els indians;Fruiteria;;No;431670,3009;4585784,193;FEM
404;Comerç de cura;C. de Biscaia;Congrés els indians;Papereria;;No;431637,5976;4585803,764;FEM
405;Col·legi/Centre formatiu;C. de Biscaia;Congrés els indians;Col·legi;;No;431627,5548;4585778,786;FEM
406;Col·legi/Centre formatiu;C. de Matanzas;Congrés els indians;Col·legi;;No;431621,6322;4585837,24;FEM
407;(Super)mercat;Plaça de Maragall;Congrés els indians;Supermercat;Condis;No;431580,4311;4585763,335;FEM
408;Comerç de cura;Plaça de Maragall;Congrés els indians;Dentista;;No;431575,796;4585768,228;FEM
409;Centre estètic;C. de Puerto Principe;Congrés els indians;Perruqueria;;No;431555,1955;4585793,979;FEM
410;Centre cultural;C. de Francesc Tàrrega;Congrés els indians;Llibreria;;No;431502,1491;4585943,848;FEM
411;Centre cultural;C. de Francesc Tàrrega;Congrés els indians;Llibreria;;No;431487,2138;4585949,77;FEM
412;Comerç de cura;C. de Francesc Tàrrega;Congrés els indians;Centre mèdic;;No;431504,7242;4585963,676;FEM
413;Comerç de cura;C. de Francesc Tàrrega;Congrés els indians;Centre mèdic;;No;431504,9817;4585969,341;FEM
414;(Super)mercat;Passeig Maragall;Congrés els indians;Rostisseria;;No;431523,0072;4585800,416;FEM
415;Comerç de cura;Passeig Maragall;Congrés els indians;Ortopèdia;;No;431518,6296;4585805,824;FEM
416;Comerç de cura;Passeig Maragall;Congrés els indians;Farmàcia;;No;431511,9344;4585818,184;FEM
417;Centre estètic;Passeig Maragall;Congrés els indians;Perruqueria;;No;431506,7843;4585824,365;FEM
418;Centre estètic;Passeig Maragall;Congrés els indians;Massatges;;No;431494,1664;4585843,42;FEM
419;(Super)mercat;Passeig Maragall;Congrés els indians;Supermercat;;No;431487,4713;4585851,145;FEM
420;Centre estètic;Passeig Maragall;Congrés els indians;Perruqueria;;No;431482,3211;4585859,9;FEM
421;Centre estètic;C. de Campo Florido;Congrés els indians;Perruqueria;;No;431488,7588;4585879,728;FEM
422;(Super)mercat;Passeig Maragall;Congrés els indians;Carniceria;Hallal;No;431477,171;4585870,201;FEM
423;Espai d'art;C. de Campo Florido;Congrés els indians;Dança;;No;431536,3975;4585891,574;FEM
424;Espai institucional;C. de Campo Florido;Congrés els indians;Serveis socials;;No;431544,6377;4585889,771;FEM
425;Comerç de cura;C. de Campo Florido;Congrés els indians;Psicòleg infantil;;No;431540,2601;4585890,544;FEM
426;Comerç de cura;C. de Francesc Tàrrega;Congrés els indians;Dentista;;No;431476,656;4585899,041;FEM
427;Espai institucional;Passeig Maragall;Congrés els indians;Espai Jove;;No;431446,2058;4585914,363;FEM
428;Espai institucional;Passeig Maragall;Congrés els indians;CAP;;No;431434,3605;4585930,843;FEM
429;(Super)mercat;C. de la Manigua;Congrés els indians;Supermercat;Dia;No;431426,8928;4585951,058;FEM
430;Centre estètic;C. de la Manigua;Congrés els indians;Perruqueria;;No;431428,1804;4585956,594;FEM
431;Comerç de cura;C. de la Manigua;Congrés els indians;Roba;;No;431427,2791;4585959,813;FEM
432;(Super)mercat;C. de la Manigua;Congrés els indians;Fruiteria;;No;431433,588;4585991,744;FEM
433;Espai d'art;C. de Pinar del Rio;Congrés els indians;Escola d'art;;No;431438,4806;4585993,546;FEM
434;Comerç de cura;C. de Pinar del Rio;Congrés els indians;Psicologia;;No;431475,8191;4585989,812;FEM
435;Comerç de cura;C. de la Manigua;Congrés els indians;Roba;;No;431437,0643;4586012,731;FEM
436;Centre estètic;C. de la Manigua;Congrés els indians;Perruqueria;;No;431437,3219;4586018,009;FEM
437;Comerç de cura;C. de la Manigua;Congrés els indians;Coses de casa;;No;431443,502;4586058,695;FEM
438;Centre estètic;Passeig Maragall;Congrés els indians;Herboristeria;;No;431391,7432;4585999,469;FEM
439;Comerç de cura;C. de Francesc Tàrrega;Congrés els indians;Centre mèdic;;No;431500,1535;4586032,044;FEM
440;Comerç de cura;C. de Francesc Tàrrega;Congrés els indians;Roba;;No;431498,7372;4586024,705;FEM
441;Centre estètic;C. de Francesc Tàrrega;Congrés els indians;Perruqueria;;No;431503,2435;4586063,717;FEM
442;(Super)mercat;C. de Garcilaso;Congrés els indians;Carniceria;;No;431495,7758;4586090,24;FEM
443;Centre estètic;C. de Garcilaso;Congrés els indians;Esteticien;;No;431477,2354;4586094,103;FEM
444;Comerç de cura;C. de Garcilaso;Congrés els indians;Farmàcia;;No;431460,755;4586096,678;FEM
445;Centre estètic;C. de la Manigua;Congrés els indians;Perruqueria;;No;431416,7213;4586067,322;FEM
446;Comerç de cura;C. de la Manigua;Congrés els indians;Forn;;No;431418,7814;4586074,532;FEM
447;(Super)mercat;C. de la Manigua;Congrés els indians;Fruiteria;;No;431454,8323;4586120,368;FEM
448;Comerç de cura;C. de Garcilaso;Congrés els indians;Merceria;;No;431472,3427;4586112,386;FEM
449;(Super)mercat;C. de Garcilaso;Congrés els indians;Supermercat;;No;431492,4283;4586110,326;FEM
450;Col·legi/Centre formatiu;C. de Garcilaso;Congrés els indians;Guarderia;;No;431463,845;4586113,931;FEM
451;Centre estètic;C. de Francesc Tàrrega;Congrés els indians;Perruqueria;;No;431524,8741;4586113,158;FEM
452;Centre estètic;C. de Francesc Tàrrega;Congrés els indians;Esteticien;;No;431510,7112;4586121,656;FEM
453;Col·legi/Centre formatiu;C. de Francesc Tàrrega;Congrés els indians;Col·legi;;No;431514,3163;4586137,621;FEM
454;Centre estètic;C. de Garcilaso;Congrés els indians;Fisioterapia;;No;431543,9296;4586109,296;FEM
455;Centre estètic;C. de Garcilaso;Congrés els indians;Ungles;;No;431555,5174;4586106,205;FEM
456;Espai institucional;C. de Francesc Tàrrega;Congrés els indians;Federació;;No;431534,6593;4586164,144;FEM
457;Comerç de cura;C. de Francesc Tàrrega;Congrés els indians;Osteopatia;;No;431536,2044;4586181,397;FEM
458;Comerç de cura;C. de Puerto Principe;Congrés els indians;Viatges;;No;431595,6884;4586067,579;FEM
459;Espai institucional;C. de Garcilaso;Congrés els indians;CDIAP;;No;431608,5637;4586065,777;FEM
460;Comerç de cura;C. de Pinar del Rio;Congrés els indians;Mobles de casa;;No;431535,4319;4585996,508;FEM
461;Espai d'art;C. de Francesc Tàrrega;Congrés els indians;Escola d'art;;No;431514,3163;4586028,953;FEM
462;Col·legi/Centre formatiu;C. de Garcilaso;Congrés els indians;Guarderia;;No;431575,0879;4586070,67;FEM
463;Comerç de cura;C. de Garcilaso;Congrés els indians;Roba;;No;431568,6502;4586073,502;FEM
464;Centre estètic;C. de Garcilaso;Congrés els indians;Esteticien;;No;431557,3199;4586075,305;FEM
465;Centre estètic;C. de Garcilaso;Congrés els indians;Herboristeria;;No;431536,7194;4586078,395;FEM
466;Comerç de cura;C. de Llinar del Vallés;El Bonpastor;Farmàcia;;No;433758,2621;4587340,68;FEM
467;(Super)mercat;C. d'Òrrius;El Bonpastor;Supermercat;;No;433735,9514;4587361,751;FEM
468;Col·legi/Centre formatiu;C. de l'Estadella;El Bonpastor;Guarderia;;No;433619,2336;4587397,076;FEM
